lat,lng,elevation,ndvi,land_surface_temp,soil_moisture,rainfall,geology_type,prospectivity_score
18.37086106962626,82.67977885421719,248.10634307089572,0.4633572495953526,25.23411367471812,0.3396316227372061,1509.0544913133472,deccan_trap,0.31015567388649723
23.556428757689247,80.89706002978532,533.5207579026865,0.4354273143408117,24.939575981439997,0.3175847281291512,1695.0220957870586,deccan_trap,0.11742591755630907
21.587945476302647,78.4048037791496,798.3566687011266,0.11794944606450498,38.12509161042073,0.25073513300945066,875.7018481887485,archean,0.09629215880453317
20.38792635777333,83.95174521677643,685.7799091276489,0.33887347933830947,24.990923996990123,0.3846165002641766,1437.3111494104983,laterite,0.15532386390256542
16.404167763981928,82.53204289809267,745.2489182891597,0.3661369331501,25.43899452257262,0.12016608043494098,1357.6189747156232,archean,0.20615316465841288
16.403950683025823,76.7887863327938,627.0266933685739,0.3791759466278304,35.187965248359276,0.08824247360836751,1749.2455651824066,archean,0.16597001459114868
15.522752509513795,85.02019902943226,653.821251614282,0.5061206584591327,28.9947968490108,0.3488866884343978,1859.1305907218907,deccan_trap,0.33518357759471884
22.795585311974417,84.04790967215486,779.3565212522554,0.47352178270881495,35.534211139103625,0.2037024358218119,518.2351572160802,laterite,0.21907060463612066
20.41003510568888,85.44779904621116,299.73440708734876,0.5255335649554113,21.307323151287704,0.34643909897247116,1511.0298785881891,gondwana,0.318057733347962
21.372653200164407,82.98291459227195,491.53997091451237,0.6354182830794898,29.751423873467687,0.36258157181839523,577.7536986795935,laterite,0.2747973611005409
15.185260448662222,81.7475671552937,276.9675534556818,0.6690900171012655,20.672272003665654,0.07186015776667501,1323.2879976160339,archean,0.21917375857329235
23.729188669457947,79.60067339919681,890.1344063973175,0.6026861533585461,21.25306406910709,0.3592126670451213,931.4490935655174,archean,0.38860031671924433
22.491983767203795,85.26001331689415,855.2474717492906,0.7688665871684544,38.12874906688822,0.20691166937929778,960.1648992832118,archean,0.26525740377172935
16.911051996104487,84.5267027845045,131.5414490948047,0.11276280787345315,22.784907422351903,0.22865137115148132,1029.4377551785349,laterite,0.0924795365776919
16.636424704863906,75.49740537116809,664.4601380125507,0.2370445899784823,30.64841364550434,0.2693073788826236,1431.9386735744151,deccan_trap,0.012283370773030447
16.650640588680904,75.29003671946977,840.1986539325327,0.1052940124846995,28.221912052014133,0.3742339123555304,1001.0749485031538,archean,0.3285230761678975
17.73818018663584,79.14109703565855,244.46027610186684,0.5532322999082222,26.94686652517685,0.05669063305041741,1599.0485758854206,archean,0.3898710010423084
19.72280788469014,83.91608663860016,554.3561844421035,0.7286213842649909,37.99666691374545,0.216895213911236,1106.7910783608045,laterite,0.3515983783988384
18.887505167779043,85.86003742246439,832.3906380704335,0.2704376076034095,20.43646793550979,0.29070271485069626,602.5298004649379,gondwana,0.28334184873880697
17.621062261782377,76.65458580213881,127.15678286863907,0.7489241813574147,33.27579372351178,0.30294743519438,1675.639763726161,gondwana,0.30715913786514504
20.506676052501415,81.53543786887349,657.936213797472,0.1421871732026926,39.26788868427101,0.2923863510379878,928.637486889059,deccan_trap,0.12959185467848328
16.255444745868378,79.18979942294123,337.8792058980406,0.75410521876386,31.20336366923684,0.09705229529284265,1149.150319398894,deccan_trap,0.3273321517323254
17.629301836816964,85.66905837596063,839.5169563012244,0.3461358810677441,38.73644924066184,0.15478845593008844,1528.1658248328522,archean,0.26505480452680014
18.297256589643226,84.26330815449279,876.8465961322942,0.17099457991445158,21.045157585720474,0.1755504338959547,998.684235723068,laterite,0.21774115536391753
19.104629857953324,84.22161575182251,855.4131912907471,0.44011023143042793,28.375866381483227,0.33155302268782677,584.8784842200735,archean,0.357798763063338
22.066583652537123,80.15562475774468,479.37137332597104,0.2797435974043556,25.203155819241022,0.14756595534509356,1060.8815705192205,deccan_trap,0.14975192752225347
16.797064039425237,79.56301452571432,789.6341207914508,0.299411031373346,34.61641929961459,0.12374673735352112,1916.672874041455,laterite,0.02974809138642684
19.628109945722503,78.00747779123776,775.6395188280563,0.3151029754484006,39.62594180994493,0.3851068066633337,1462.6015959478373,laterite,0.11774816722333652
20.33173111975838,75.6201304631602,355.2803785946045,0.6621181284828644,25.130601248884957,0.053102149789714115,1507.2187230008103,deccan_trap,0.2603407516844593
15.41805371447998,84.51194613880558,763.1323793205419,0.47741289367267814,33.08349202948149,0.3992372994886924,1448.4232304564598,gondwana,0.2833586773600726
